volume,year,flow,article_group,article,country_raw,old_value,new_value,witnesses
as_1899,1897,reexport,MUSICAL INSTRUMENTS,,France,1964.0,1904.0,obs:tn_1901
as_1899,1897,reexport,SPIRITS,East Coast of Africa,Natal,1583.0,1533.0,obs:as_1897
as_1899,1897,reexport,TOBACCO,East Coast of Africa,Australasia : New South Wales,18008.0,18993.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",Uruguay,3138.0,3433.0,obs:tn_1901
as_1899,1898,export_uk,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",Argentine Republic,39500.0,39809.0,obs:tn_1901
as_1899,1898,export_uk,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",Northern Ports,1248.0,1569.0,inf:as_1899
as_1899,1898,export_uk,"ANIMALS, Living",Stallions,Cape of Good Hope,6036.0,6927.0,inf:tn_1899
as_1899,1898,export_uk,"ANIMALS, Living",Stallions,British East Indies,1167.0,1467.0,obs:tn_1901
as_1899,1898,export_uk,"ANIMALS, Living",Swine,Russia,269.0,260.0,inf:as_1899
as_1899,1898,export_uk,"ANIMALS, Living",Swine,Australasia : South Australia,160.0,100.0,obs:as_1898
as_1899,1898,export_uk,APPAREL AND SLOPS,"Shot, of Iron, including Shells",Canada,5964.0,5064.0,obs:tn_1901
as_1899,1898,export_uk,"BAGS AND SACKS, EMPTY",,Germany,51516.0,54516.0,obs:tn_1901
as_1899,1898,export_uk,"BAGS AND SACKS, EMPTY",West Africa,San Salvador,6006.0,6600.0,obs:tn_1901
as_1899,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",TOTAL,205615.0,265615.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Cape of Good Hope,123987.0,128667.0,inf:as_1898
as_1899,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",British East Indies : Bengal,212220.0,219920.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Other British Possessions,4037.0,27.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,West Africa,Cape of Good Hope,12061.0,12701.0,inf:tn_1899
as_1899,1898,export_uk,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,East Africa,British East Indies : Hong Kong,822.0,522.0,inf:tn_1899
as_1899,1898,export_uk,COPPER,Sulphate of,Portugal,20220.0,29920.0,inf:as_1898; inf:tn_1899
as_1899,1898,export_uk,COPPER,Sulphate of,Italy,300958.0,309955.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,COPPER,West Africa,TOTAL,619775.0,610775.0,inf:as_1899; inf:tn_1899; obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,export_uk,COTTON MANUFACTURES,,Channel Islands,251.0,281.0,obs:tn_1901
as_1899,1898,export_uk,COTTON MANUFACTURES,"Hosiery, Stockings and Socks",TOTAL,23560.0,23860.0,obs:tn_1901
as_1899,1898,export_uk,COTTON MANUFACTURES—con- tinued,East Africa,Australasia,404.0,494.0,obs:tn_1899
as_1899,1898,export_uk,"COTTON, YARN, AND TWIST",West Africa,British East Indies : Madras,262810.0,202310.0,obs:tn_1901
as_1899,1898,export_uk,"COTTON, YARN, AND TWIST",West Africa,TOTAL,1037503.0,1032803.0,obs:tn_1901
as_1899,1898,export_uk,"ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)",,Spain,23219.0,25219.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,export_uk,"FISH, FRESH AND CURED",West Africa,Guiana,451.0,651.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,"FISH, FRESH and CURED",Herrings,Holland,10510.0,16510.0,inf:tn_1901
as_1899,1898,export_uk,"FISH, FRESH and CURED",Salmon,France,20800.0,20960.0,obs:tn_1901
as_1899,1898,export_uk,"FURNITURE (Household), Cabinet and Upholstery Wares",East Africa,TOTAL,355653.0,358053.0,obs:tn_1901
as_1899,1898,export_uk,"GREASE, TALLOW, and ANIMAL FAT",,Cape of Good Hope,5552.0,5852.0,obs:tn_1901
as_1899,1898,export_uk,Gold,Silver,British East Indies,3461.0,3401.0,obs:tn_1901
as_1899,1898,export_uk,Gold,Silver,Malta and Gozo,10009.0,10909.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,export_uk,IMPLEMENTS AND TOOLS,East Africa,Australasia : Fiji Islands,13.0,205.0,obs:tn_1901
as_1899,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron Sheets, Galvanized",Norway,170.0,249.0,obs:tn_1901
as_1899,1898,export_uk,IMPLEMENTS AND TOOLS,West Africa,Natal,10417.0,16417.0,inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,IMPLEMENTS AND TOOLS,Railroad Iron—Unenumerated,West Africa : Cape of Good Hope,20285.0,29925.0,inf:as_1898; inf:tn_1899
as_1899,1898,export_uk,IMPLEMENTS AND TOOLS,"Steel Bar, of all kinds",Bengal,21588.0,24588.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,LEAD,Other Descriptions,Sweden,199321.0,20076.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,LEAD,Other Descriptions,Austrian Territories,36226.0,61473.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,LEAD,"Piece Goods, Sailcloth",Belgium,7934.0,7984.0,inf:as_1898
as_1899,1898,export_uk,LEAD,"Rolled, Sheet, Piping, Tubing, and other Manufactures",TOTAL,116081.0,116931.0,obs:tn_1899
as_1899,1898,export_uk,"MEAT: Beef, Pork, Mutton, Bacon and Hams",,Gibraltar,1357.0,4357.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS",West Africa,Egypt,1121.0,1993.0,obs:tn_1901
as_1899,1898,export_uk,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS",Dutch Possessions in Indian Seas,Chile,4525.0,4063.0,obs:tn_1901
as_1899,1898,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Pasteboard, Millboard, Cardboard, and Cards (including Playing Cards)",British East Indies,9015.0,9615.0,inf:as_1898; inf:as_1899; inf:tn_1899; obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Pasteboard, Millboard, Cardboard, and Cards (including Playing Cards)",TOTAL,48862.0,43862.0,obs:as_1898; obs:tn_1899
as_1899,1898,export_uk,SILK,"Thrown, Twist, or Yarn",Germany,62004.0,62904.0,inf:tn_1901
as_1899,1898,export_uk,"SILK MANUFACTURES, WHOLLY OF SILK",Broad Stuffs,Australasia,29072.0,20072.0,inf:as_1899
as_1899,1898,export_uk,"SILK MANUFACTURES, WHOLLY OF SILK",Broad Stuffs of Silk or Satin,TOTAL,51397.0,52397.0,obs:tn_1901
as_1899,1898,export_uk,"SILK MANUFACTURES, WHOLLY OF SILK",Other Kinds,China,1697.0,1097.0,inf:as_1898; inf:as_1899; inf:tn_1899
as_1899,1898,export_uk,"SPIRITS, British and Irish",,Java,8950.0,8059.0,obs:tn_1901
as_1899,1898,export_uk,"SPIRITS, British and Irish",,United States of America : On the Atlantic,136035.0,126685.0,obs:tn_1901
as_1899,1898,export_uk,WOOD AND TIMBER,"Carpets, not being Rugs",Australasia : Victoria,33905.0,38905.0,inf:as_1899
as_1899,1898,export_uk,WOOD AND TIMBER,West Africa,Other Foreign Countries,8101.0,8401.0,inf:as_1898; inf:tn_1899; obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,export_uk,WOOD AND TIMBER,Waste,Holland,3134.0,3434.0,inf:as_1898; inf:tn_1901
as_1899,1898,export_uk,WOOD AND TIMBER,"Worsted Stuffs, &c., mixed with other Materials",Chile,21045.0,24045.0,inf:tn_1899; inf:tn_1901; obs:as_1898; obs:tn_1899
as_1899,1898,import,AMMUNITION,"Rockets and other Combustibles for purposes of War, Explosives, Percussion Caps, and Ammunition not otherwise enumerated or described",France,5504.0,5801.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,AMMUNITION,"Rockets and other Combustibles for purposes of War, Explosives, Percussion Caps, and Ammunition not otherwise enumerated or described",Austrian Territories,18063.0,16063.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,"ANIMALS, LIVING","Swords, Cutlasses, Matchets, Bayonets",TOTAL,6921.0,6021.0,inf:tn_1899
as_1899,1898,import,"BEADS, of all Sorts",,Other British Possessions,304.0,364.0,inf:as_1899
as_1899,1898,import,BEEF,Fresh,TOTAL,904529.0,994529.0,inf:as_1898; inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,import,BUTTER,,Australasia : New South Wales,107618.0,167618.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,"BUTTONS AND STUDS, not of Metal",,Belgium,42167.0,43167.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,CIDER AND PERRY,,United States of America,10003.0,10093.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,CIDER AND PERRY,,TOTAL,11700.0,11760.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,"COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",,Belgium,68890.0,66890.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,CONFECTIONERY (not containing any article liable to Duty),,"Turkey, European",2596.0,2896.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,CONFECTIONERY (not containing any article liable to Duty),,Other British Possessions,130.0,136.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,CONFECTIONERY (not containing any article liable to Duty),,TOTAL,2150.0,2160.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,"CONFECTIONERY, in the Manufacture of which Spirit has been used",,TOTAL,22063.0,22963.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,"CONFECTIONERY, in the Manufacture of which Spirit has been used","CONFECTIONERY, containing not more than 50 % Chocolate",Belgium,359.0,859.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,"COPPER, ORE OF","Old, fit only to be re-manu- factured",Cape of Good Hope,1603.0,1003.0,inf:as_1898; inf:as_1899; inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,import,"COPPER, ORE OF",Regulus and Precipitate,United States of America,202500.0,292500.0,obs:tn_1901
as_1899,1898,import,"COPPER, ORE OF",Regulus and Precipitate,Cape of Good Hope,142557.0,142857.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,Cotton,Rape,Other Foreign Countries,334.0,2253.0,inf:as_1898; inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,import,DRUGS,"Unenumerated, including Medi- cinal Preparations not Liable to Duty",Asiatic,35881.0,37551.0,inf:as_1898; inf:tn_1899
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Bark,Belgium,22365.0,22865.0,obs:tn_1901
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Bark,Natal,43233.0,43333.0,obs:tn_1901
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Cutch and Gambier,China,590.0,500.0,inf:as_1899
as_1899,1898,import,FRUIT,Currants,TOTAL,1053106.0,1083106.0,inf:tn_1901
as_1899,1898,import,FRUIT,"Liqueurs, Cordials, &c., not tested, for ascertaining the strength",France,13662.0,13562.0,inf:as_1899; inf:tn_1899
as_1899,1898,import,FRUIT,"Liqueurs, Cordials, &c., not tested, for ascertaining the strength",British West India Islands,360.0,300.0,inf:tn_1899
as_1899,1898,import,FRUIT,"Rum, Imitation",TOTAL,1252.0,1282.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,FRUIT,"Rum, Imitation",Victoria,10203.0,10263.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,FRUIT,"Rum, Imitation",TOTAL,55993.0,55603.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,FRUIT,"Unenumerated, Dried",Gibraltar,10811.0,10841.0,inf:tn_1901
as_1899,1898,import,FRUIT,"Unenumerated, Sweetened, or Mixed (Tested)",United States of America,54924.0,54024.0,inf:as_1899
as_1899,1898,import,GALLS,,Germany,12034.0,12634.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,GUM,Arabic,Western Coast of Africa : Niger Protectorate,1518.0,1818.0,inf:as_1899; obs:tn_1901
as_1899,1898,import,HATS OR BONNETS,Of Felt,TOTAL,80823.0,80023.0,inf:as_1899
as_1899,1898,import,HONEY,,United States of America : On the Pacific,4095.0,4653.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,IRON,"Girders, Beams, and Pillars",United States of America,31224.0,34224.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,IRON,Ore of (including Chrome),Greece,215060.0,245060.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,LARD,,United States of America,2706308.0,2796308.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,LEAD,"Manufactures of, Unenumerated",Holland,4358.0,4388.0,inf:as_1898; inf:as_1899; inf:tn_1899; inf:tn_1901; obs:as_1898; obs:tn_1899
as_1899,1898,import,LEAD,Pig and Sheet,Italy,23185.0,28133.0,obs:as_1898; obs:tn_1899
as_1899,1898,import,LEATHER MANUFACTURES,Boots and Shoes,France,103954.0,163984.0,obs:tn_1901
as_1899,1898,import,LINEN,"Manufactures, including man- ufactures of linen mixed with cotton",TOTAL,302972.0,302272.0,obs:tn_1901
as_1899,1898,import,MANURES,Bones for Manure (whether burnt or not),Morocco,5409.0,6400.0,inf:tn_1901
as_1899,1898,import,MEAT,Beef,United States of America,323210.0,328210.0,obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,MEAT,"Unenumerated, Salted or Fresh",United States of America,150706.0,156706.0,inf:as_1898; inf:tn_1899; obs:as_1898; obs:tn_1899; obs:tn_1901
as_1899,1898,import,METAL,"Unenumerated, Unwrought",Japan,4318.0,4818.0,inf:as_1898; inf:tn_1899
as_1899,1898,import,METAL,"Unenumerated, Unwrought",Canada,3020.0,3920.0,inf:as_1898; inf:as_1899; inf:tn_1899
as_1899,1898,import,METAL,"Unenumerated, Wrought or     Manufactured : Old, fit only to be Re-     manufactured",Chile,1168.0,1468.0,inf:as_1898; inf:tn_1899
as_1899,1898,import,NUTS AND KERNELS,Commonly used for expressing Oil therefrom,"Turkey, Asiatic",607.0,65.0,inf:as_1898; inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,import,NUTS AND KERNELS,Commonly used for expressing Oil therefrom,Australasia : New Zealand,3590.0,8500.0,inf:as_1899
as_1899,1898,import,PLATE,"Of Silver, gilt or ungilt",British East Indies,950.0,980.0,inf:tn_1901
as_1899,1898,import,RABBITS (Dead),,Belgium,223876.0,228870.0,obs:tn_1901
as_1899,1898,import,SHELLS of all kinds,Dutch Possession in Indian Seas,Eastern Coast of Africa : Zanzibar and Pemba,7009.0,7900.0,inf:tn_1899
as_1899,1898,import,SILK,Raw,China,337035.0,387035.0,inf:as_1898; inf:as_1899; inf:tn_1899; obs:as_1898; obs:tn_1899
as_1899,1898,import,SILK,"Thrown, Dyed, or not Dyed",Other Foreign Countries,334.0,834.0,inf:as_1898; inf:as_1899; inf:tn_1899; inf:tn_1901; obs:as_1898; obs:tn_1899
as_1899,1898,import,"SKINS, AND FURS","Skins, Goat, undressed",France,83284.0,88284.0,inf:tn_1901
as_1899,1898,import,"SKINS, AND FURS","Skins, Unenumerated, undressed",British East Indies,23.0,28.0,obs:as_1898
as_1899,1898,import,SUGAR,"Glucose, Solid or Liquid",TOTAL,657950.0,687690.0,inf:as_1898; inf:tn_1899
